STATES/Uts,CRIME TYPE,CASES,YEAR,,,
Total (UTs),1 - Rape (Section 376 IPC),2205,2014,,,
Total (UTs),1.1 - Custodial Rape,1,2014,,,
Total (UTs),1.1.1 - Custodial_Gang Rape,0,2014,,,
Total (UTs),1.1.2 - Custodial_Other Rape,1,2014,,,
Total (UTs),1.2 - Rape other than Custodial,2204,2014,,,
Total (UTs),1.2.1 - Rape_Gang Rape,149,2014,,,
Total (UTs),1.2.2 - Rape_Others,2055,2014,,,
Total (UTs),2 - Attempt to commit Rape (Section 376 & 511 IPC),76,2014,,,
Total (UTs),"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",4199,2014,,,
Total (UTs),3.1 - Kidnaping & Abduction Section 363 IPC,3838,2014,,,
Total (UTs),3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,0,2014,,,
Total (UTs),3.3 - Kidnapping for Ransom Section 364A,7,2014,,,
Total (UTs),3.4 - Kidnapping & Abduction of Women to compel her for marriage,46,2014,,,
Total (UTs),3.5 - Kidnapping & Abduction of Women-Other,308,2014,,,
Total (UTs),4 - Dowry Deaths (Section 304-B IPC),159,2014,,,
Total (UTs),5.1 - Sexual Harassment,1250,2014,,,
Total (UTs),5.2 - Assault on women with intent to Disrobe,389,2014,,,
Total (UTs),5.3 - Voyeurism,38,2014,,,
Total (UTs),5.4 - Stalking,556,2014,,,
Total (UTs),5.5 - Others,2255,2014,,,
Total (UTs),6.1 - At Office premises,12,2014,,,
Total (UTs),6.2 - Other places related to work,27,2014,,,
Total (UTs),6.3 - In Public Transport system,8,2014,,,
Total (UTs),6.4 - in Other Places,1332,2014,,,
Total (UTs),7 - Cruelty by Husband or his Relatives (Section 498A),3339,2014,,,
Total (UTs),8 - Importation of Girls from Foreign Country (Section 366B IPC),0,2014,,,
Total (UTs),9 - Abetment of Suicides of Women u/s 306 IPC,30,2014,,,
Total (UTs),"10 - Dowry Prohibition Act, 1961",29,2014,,,
Total (UTs),"11 - Indecent Representation of Women (Prohibition) Act, 1986",0,2014,,,
Total (UTs),12 - Commission of Sati Prevention Act 1987,0,2014,,,
Total (UTs),"13 - Protection of Women from Domestic Violence Act, 2005",7,2014,,,
Total (UTs),14 - Immoral Traffic (Prevention) Act (Women Cases only),18,2014,,,
Total (UTs),14.1 - Under ITP Section 5,15,2014,,,
Total (UTs),14.2 - Under ITP Section 6,1,2014,,,
Total (UTs),14.3 - Under ITP Section 7,0,2014,,,
Total (UTs),14.4 - Under ITP Section 8,1,2014,,,
Total (UTs),14.5 - Other Sections under ITP Act,1,2014,,,
Total (All India),1 - Rape (Section 376 IPC),36735,2014,,,
Total (All India),1.1 - Custodial Rape,198,2014,,,
Total (All India),1.1.1 - Custodial_Gang Rape,7,2014,,,
Total (All India),1.1.2 - Custodial_Other Rape,191,2014,,,
Total (All India),1.2 - Rape other than Custodial,36537,2014,,,
Total (All India),1.2.1 - Rape_Gang Rape,2346,2014,,,
Total (All India),1.2.2 - Rape_Others,34191,2014,,,
Total (All India),2 - Attempt to commit Rape (Section 376 & 511 IPC),4234,2014,,,
Total (All India),"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",57311,2014,,,
Total (All India),3.1 - Kidnaping & Abduction Section 363 IPC,17016,2014,,,
Total (All India),3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,206,2014,,,
Total (All India),3.3 - Kidnapping for Ransom Section 364A,91,2014,,,
Total (All India),3.4 - Kidnapping & Abduction of Women to compel her for marriage,30874,2014,,,
Total (All India),3.5 - Kidnapping & Abduction of Women-Other,9124,2014,,,
Total (All India),4 - Dowry Deaths (Section 304-B IPC),8455,2014,,,
Total (All India),5.1 - Sexual Harassment,21938,2014,,,
Total (All India),5.2 - Assault on women with intent to Disrobe,6412,2014,,,
Total (All India),5.3 - Voyeurism,674,2014,,,
Total (All India),5.4 - Stalking,4699,2014,,,
Total (All India),5.5 - Others,48512,2014,,,
Total (All India),6.1 - At Office premises,57,2014,,,
Total (All India),6.2 - Other places related to work,469,2014,,,
Total (All India),6.3 - In Public Transport system,121,2014,,,
Total (All India),6.4 - in Other Places,9088,2014,,,
Total (All India),7 - Cruelty by Husband or his Relatives (Section 498A),122877,2014,,,
Total (All India),8 - Importation of Girls from Foreign Country (Section 366B IPC),13,2014,,,
Total (All India),9 - Abetment of Suicides of Women u/s 306 IPC,3734,2014,,,
Total (All India),"10 - Dowry Prohibition Act, 1961",10050,2014,,,
Total (All India),"11 - Indecent Representation of Women (Prohibition) Act, 1986",47,2014,,,
Total (All India),12 - Commission of Sati Prevention Act 1987,0,2014,,,
Total (All India),"13 - Protection of Women from Domestic Violence Act, 2005",426,2014,,,
Total (All India),14 - Immoral Traffic (Prevention) Act (Women Cases only),2070,2014,,,
Total (All India),14.1 - Under ITP Section 5,605,2014,,,
Total (All India),14.2 - Under ITP Section 6,81,2014,,,
Total (All India),14.3 - Under ITP Section 7,120,2014,,,
Total (All India),14.4 - Under ITP Section 8,104,2014,,,
Total (All India),14.5 - Other Sections under ITP Act,1160,2014,,,
Andhra Pradesh,RAPE,871,2001,,Rape,
Arunachal Pradesh,RAPE,33,2001,,,
Assam,RAPE,817,2001,,,
Bihar,RAPE,888,2001,,,
Chhattisgarh,RAPE,959,2001,,,
Goa,RAPE,12,2001,,,
Gujarat,RAPE,286,2001,,,
Haryana,RAPE,398,2001,,,
Himachal Pradesh,RAPE,124,2001,,,
Jammu & Kashmir,RAPE,169,2001,,,
Jharkhand,RAPE,567,2001,,,
Karnataka,RAPE,293,2001,,,
Kerala,RAPE,562,2001,,,
Madhya Pradesh,RAPE,2851,2001,,,
Maharashtra,RAPE,1302,2001,,,
Manipur,RAPE,20,2001,,,
Meghalaya,RAPE,26,2001,,,
Mizoram,RAPE,52,2001,,,
Nagaland,RAPE,17,2001,,,
Odisha,RAPE,790,2001,,,
Punjab,RAPE,298,2001,,,
Rajasthan,RAPE,1049,2001,,,
Sikkim,RAPE,8,2001,,,
Tamil Nadu,RAPE,423,2001,,,
Tripura,RAPE,102,2001,,,
Uttar Pradesh,RAPE,1958,2001,,,
Uttarakhand,RAPE,74,2001,,,
West Bengal,RAPE,709,2001,,,
A&N Islands,RAPE,3,2001,,,
Chandigarh,RAPE,18,2001,,,
D&N Haveli,RAPE,6,2001,,,
Daman & Diu,RAPE,0,2001,,,
Delhi UT,RAPE,381,2001,,,
Lakshadweep,RAPE,0,2001,,,
Puducherry,RAPE,9,2001,,,
All India,RAPE,16075,2001,,,
Andhra Pradesh,RAPE,765,2001,,,
Arunachal Pradesh,RAPE,55,2001,,,
Assam,RAPE,1070,2001,,,
Bihar,RAPE,518,2001,,,
Chhattisgarh,RAPE,171,2001,,,
Goa,RAPE,6,2001,,,
Gujarat,RAPE,857,2001,,,
Haryana,RAPE,297,2001,,,
Himachal Pradesh,RAPE,105,2001,,,
Jammu & Kashmir,RAPE,504,2001,,,
Jharkhand,RAPE,279,2001,,,
Karnataka,RAPE,271,2001,,,
Kerala,RAPE,97,2001,,,
Madhya Pradesh,RAPE,668,2001,,,
Maharashtra,RAPE,611,2001,,,
Manipur,RAPE,62,2001,,,
Meghalaya,RAPE,11,2001,,,
Mizoram,RAPE,1,2001,,,
Nagaland,RAPE,6,2001,,,
Odisha,RAPE,434,2001,,,
Punjab,RAPE,324,2001,,,
Rajasthan,KIDNAPPING & ABDUCTION,2165,2001,,,
Sikkim,KIDNAPPING & ABDUCTION,2,2001,,,
Tamil Nadu,KIDNAPPING & ABDUCTION,607,2001,,,
Tripura,KIDNAPPING & ABDUCTION,35,2001,,,
Uttar Pradesh,KIDNAPPING & ABDUCTION,2879,2001,,,
Uttarakhand,KIDNAPPING & ABDUCTION,126,2001,,,
West Bengal,KIDNAPPING & ABDUCTION,695,2001,,,
A&N Islands,KIDNAPPING & ABDUCTION,2,2001,,,
Chandigarh,KIDNAPPING & ABDUCTION,50,2001,,,
D&N Haveli,KIDNAPPING & ABDUCTION,2,2001,,,
Daman & Diu,KIDNAPPING & ABDUCTION,3,2001,,,
Delhi UT,KIDNAPPING & ABDUCTION,964,2001,,,
Lakshadweep,KIDNAPPING & ABDUCTION,0,2001,,,
Puducherry,KIDNAPPING & ABDUCTION,3,2001,,,
ALL INDIA K&A,KIDNAPPING & ABDUCTION,14645,2001,,,
Andhra Pradesh,DOWRY DEATH,420,2001,,,
Arunachal Pradesh,DOWRY DEATH,0,2001,,,
Assam,DOWRY DEATH,59,2001,,,
Bihar,DOWRY DEATH,859,2001,,,
Chhattisgarh,DOWRY DEATH,70,2001,,,
Goa,DOWRY DEATH,2,2001,,,
Gujarat,DOWRY DEATH,67,2001,,,
Haryana,DOWRY DEATH,285,2001,,,
Himachal Pradesh,DOWRY DEATH,10,2001,,,
Jammu & Kashmir,DOWRY DEATH,13,2001,,,
Jharkhand,DOWRY DEATH,217,2001,,,
Karnataka,DOWRY DEATH,220,2001,,,
Kerala,DOWRY DEATH,27,2001,,,
Madhya Pradesh,DOWRY DEATH,609,2001,,,
Maharashtra,DOWRY DEATH,308,2001,,,
Manipur,DOWRY DEATH,0,2001,,,
Meghalaya,DOWRY DEATH,0,2001,,,
Mizoram,DOWRY DEATH,0,2001,,,
Nagaland,DOWRY DEATH,0,2001,,,
Odisha,DOWRY DEATH,294,2001,,,
Punjab,DOWRY DEATH,159,2001,,,
Rajasthan,DOWRY DEATH,376,2001,,,
Sikkim,DOWRY DEATH,0,2001,,,
Tamil Nadu,DOWRY DEATH,191,2001,,,
Tripura,DOWRY DEATH,16,2001,,,
Uttar Pradesh,DOWRY DEATH,2211,2001,,,
Uttarakhand,DOWRY DEATH,56,2001,,,
West Bengal,DOWRY DEATH,265,2001,,,
A&N Islands,DOWRY DEATH,0,2001,,,
Chandigarh,DOWRY DEATH,3,2001,,,
D&N Haveli,DOWRY DEATH,0,2001,,,
Daman & Diu,DOWRY DEATH,0,2001,,,
Delhi UT,DOWRY DEATH,113,2001,,,
Lakshadweep,DOWRY DEATH,0,2001,,,
Puducherry,DOWRY DEATH,1,2001,,,
ALL INDIA ,DOWRY DEATH,6851,2001,,,
Andhra Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,3544,2001,,,
Arunachal Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,78,2001,,,
Assam,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,850,2001,,,
Bihar,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,562,2001,,,
Chhattisgarh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1763,2001,,,
Goa,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,17,2001,,,
Gujarat,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,756,2001,,,
Haryana,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,478,2001,,,
Himachal Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,310,2001,,,
Jammu & Kashmir,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,622,2001,,,
Jharkhand,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,297,2001,,,
Karnataka,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1665,2001,,,
Kerala,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1942,2001,,,
Madhya Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,7063,2001,,,
Maharashtra,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2823,2001,,,
Manipur,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,21,2001,,,
Meghalaya,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,25,2001,,,
Mizoram,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,52,2001,,,
Nagaland,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,6,2001,,,
Odisha,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1655,2001,,,
Punjab,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,372,2001,,,
Rajasthan,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2878,2001,,,
Sikkim,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,0,2001,,,
Tamil Nadu,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,1773,2001,,,
Tripura,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,58,2001,,,
Uttar Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2870,2001,,,
Uttarakhand,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,103,2001,,,
West Bengal,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,954,2001,,,
A&N Islands,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,19,2001,,,
Chandigarh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,24,2001,,,
D&N Haveli,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,7,2001,,,
Daman & Diu,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,0,2001,,,
Delhi UT,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,502,2001,,,
Lakshadweep,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,0,2001,,,
Puducherry,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,35,2001,,,
All India,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,34124,2001,,,
Andhra Pradesh,INSULT TO THE MODESTY OF WOMEN,2271,2001,,,
Arunachal Pradesh,INSULT TO THE MODESTY OF WOMEN,3,2001,,,
Assam,INSULT TO THE MODESTY OF WOMEN,4,2001,,,
Bihar,INSULT TO THE MODESTY OF WOMEN,21,2001,,,
Chhattisgarh,INSULT TO THE MODESTY OF WOMEN,161,2001,,,
Goa,INSULT TO THE MODESTY OF WOMEN,7,2001,,,
Gujarat,INSULT TO THE MODESTY OF WOMEN,111,2001,,,
Haryana,INSULT TO THE MODESTY OF WOMEN,401,2001,,,
Himachal Pradesh,INSULT TO THE MODESTY OF WOMEN,14,2001,,,
Jammu & Kashmir,INSULT TO THE MODESTY OF WOMEN,288,2001,,,
Jharkhand,INSULT TO THE MODESTY OF WOMEN,5,2001,,,
Karnataka,INSULT TO THE MODESTY OF WOMEN,81,2001,,,
Kerala,INSULT TO THE MODESTY OF WOMEN,81,2001,,,
Madhya Pradesh,INSULT TO THE MODESTY OF WOMEN,751,2001,,,
Maharashtra,INSULT TO THE MODESTY OF WOMEN,1120,2001,,,
Manipur,INSULT TO THE MODESTY OF WOMEN,0,2001,,,
Meghalaya,INSULT TO THE MODESTY OF WOMEN,0,2001,,,
Mizoram,INSULT TO THE MODESTY OF WOMEN,0,2001,,,
Nagaland,INSULT TO THE MODESTY OF WOMEN,0,2001,,,
Odisha,INSULT TO THE MODESTY OF WOMEN,458,2001,,,
Punjab,INSULT TO THE MODESTY OF WOMEN,47,2001,,,
Rajasthan,INSULT TO THE MODESTY OF WOMEN,56,2001,,,
Sikkim,INSULT TO THE MODESTY OF WOMEN,14,2001,,,
Tamil Nadu,INSULT TO THE MODESTY OF WOMEN,1012,2001,,,
Tripura,INSULT TO THE MODESTY OF WOMEN,0,2001,,,
Uttar Pradesh,INSULT TO THE MODESTY OF WOMEN,2575,2001,,,
Uttarakhand,INSULT TO THE MODESTY OF WOMEN,84,2001,,,
West Bengal,INSULT TO THE MODESTY OF WOMEN,48,2001,,,
A&N Islands,INSULT TO THE MODESTY OF WOMEN,1,2001,,,
Chandigarh,INSULT TO THE MODESTY OF WOMEN,15,2001,,,
D&N Haveli,INSULT TO THE MODESTY OF WOMEN,0,2001,,,
Daman & Diu,INSULT TO THE MODESTY OF WOMEN,0,2001,,,
Delhi UT,INSULT TO THE MODESTY OF WOMEN,90,2001,,,
Lakshadweep,INSULT TO THE MODESTY OF WOMEN,0,2001,,,
Puducherry,INSULT TO THE MODESTY OF WOMEN,27,2001,,,
All India,INSULT TO THE MODESTY OF WOMEN,9746,2001,,,
Andhra Pradesh,CRUELTY BY HUSBAND OR RELATIVES,5791,2001,,,
Arunachal Pradesh,CRUELTY BY HUSBAND OR RELATIVES,11,2001,,,
Assam,CRUELTY BY HUSBAND OR RELATIVES,1248,2001,,,
Bihar,CRUELTY BY HUSBAND OR RELATIVES,1558,2001,,,
Chhattisgarh,CRUELTY BY HUSBAND OR RELATIVES,840,2001,,,
Goa,CRUELTY BY HUSBAND OR RELATIVES,11,2001,,,
Gujarat,CRUELTY BY HUSBAND OR RELATIVES,3667,2001,,,
Haryana,CRUELTY BY HUSBAND OR RELATIVES,1513,2001,,,
Himachal Pradesh,CRUELTY BY HUSBAND OR RELATIVES,317,2001,,,
Jammu & Kashmir,CRUELTY BY HUSBAND OR RELATIVES,50,2001,,,
Jharkhand,CRUELTY BY HUSBAND OR RELATIVES,484,2001,,,
Karnataka,CRUELTY BY HUSBAND OR RELATIVES,1755,2001,,,
Kerala,CRUELTY BY HUSBAND OR RELATIVES,2561,2001,,,
Madhya Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2562,2001,,,
Maharashtra,CRUELTY BY HUSBAND OR RELATIVES,6090,2001,,,
Manipur,CRUELTY BY HUSBAND OR RELATIVES,5,2001,,,
Meghalaya,CRUELTY BY HUSBAND OR RELATIVES,4,2001,,,
Mizoram,CRUELTY BY HUSBAND OR RELATIVES,16,2001,,,
Nagaland,CRUELTY BY HUSBAND OR RELATIVES,0,2001,,,
Odisha,CRUELTY BY HUSBAND OR RELATIVES,1266,2001,,,
Punjab,CRUELTY BY HUSBAND OR RELATIVES,1128,2001,,,
Rajasthan,CRUELTY BY HUSBAND OR RELATIVES,5532,2001,,,
Sikkim,CRUELTY BY HUSBAND OR RELATIVES,0,2001,,,
Tamil Nadu,CRUELTY BY HUSBAND OR RELATIVES,815,2001,,,
Tripura,CRUELTY BY HUSBAND OR RELATIVES,227,2001,,,
Uttar Pradesh,CRUELTY BY HUSBAND OR RELATIVES,7365,2001,,,
Uttarakhand,CRUELTY BY HUSBAND OR RELATIVES,301,2001,,,
West Bengal,CRUELTY BY HUSBAND OR RELATIVES,3859,2001,,,
A&N Islands,CRUELTY BY HUSBAND OR RELATIVES,9,2001,,,
Chandigarh,CRUELTY BY HUSBAND OR RELATIVES,36,2001,,,
D&N Haveli,CRUELTY BY HUSBAND OR RELATIVES,4,2001,,,
Daman & Diu,CRUELTY BY HUSBAND OR RELATIVES,4,2001,,,
Delhi UT,CRUELTY BY HUSBAND OR RELATIVES,138,2001,,,
Lakshadweep,CRUELTY BY HUSBAND OR RELATIVES,0,2001,,,
Puducherry,CRUELTY BY HUSBAND OR RELATIVES,3,2001,,,
All India,CRUELTY BY HUSBAND OR RELATIVES,49170,2001,,,
Andhra Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,1332,2001,,,
Arunachal Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,0,2001,,,
Assam,IMMORAL TRAFFIC(PREVENTION)ACT,6,2001,,,
Bihar,IMMORAL TRAFFIC(PREVENTION)ACT,29,2001,,,
Chhattisgarh,IMMORAL TRAFFIC(PREVENTION)ACT,12,2001,,,
Goa,IMMORAL TRAFFIC(PREVENTION)ACT,28,2001,,,
Gujarat,IMMORAL TRAFFIC(PREVENTION)ACT,61,2001,,,
Haryana,IMMORAL TRAFFIC(PREVENTION)ACT,21,2001,,,
Himachal Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,1,2001,,,
Jammu & Kashmir,IMMORAL TRAFFIC(PREVENTION)ACT,7,2001,,,
Jharkhand,IMMORAL TRAFFIC(PREVENTION)ACT,3,2001,,,
Karnataka,IMMORAL TRAFFIC(PREVENTION)ACT,1356,2001,,,
Kerala,IMMORAL TRAFFIC(PREVENTION)ACT,132,2001,,,
Madhya Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,15,2001,,,
Maharashtra,IMMORAL TRAFFIC(PREVENTION)ACT,233,2001,,,
Manipur,IMMORAL TRAFFIC(PREVENTION)ACT,4,2001,,,
Meghalaya,IMMORAL TRAFFIC(PREVENTION)ACT,0,2001,,,
Mizoram,IMMORAL TRAFFIC(PREVENTION)ACT,2,2001,,,
Nagaland,IMMORAL TRAFFIC(PREVENTION)ACT,1,2001,,,
Odisha,IMMORAL TRAFFIC(PREVENTION)ACT,24,2001,,,
Punjab,IMMORAL TRAFFIC(PREVENTION)ACT,32,2001,,,
Rajasthan,IMMORAL TRAFFIC(PREVENTION)ACT,68,2001,,,
Sikkim,IMMORAL TRAFFIC(PREVENTION)ACT,0,2001,,,
Tamil Nadu,IMMORAL TRAFFIC(PREVENTION)ACT,5232,2001,,,
Tripura,IMMORAL TRAFFIC(PREVENTION)ACT,0,2001,,,
Uttar Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,26,2001,,,
Uttarakhand,IMMORAL TRAFFIC(PREVENTION)ACT,0,2001,,,
West Bengal,IMMORAL TRAFFIC(PREVENTION)ACT,31,2001,,,
A&N Islands,IMMORAL TRAFFIC(PREVENTION)ACT,0,2001,,,
Chandigarh,IMMORAL TRAFFIC(PREVENTION)ACT,3,2001,,,
D&N Haveli,IMMORAL TRAFFIC(PREVENTION)ACT,0,2001,,,
Daman & Diu,IMMORAL TRAFFIC(PREVENTION)ACT,3,2001,,,
Delhi UT,IMMORAL TRAFFIC(PREVENTION)ACT,95,2001,,,
Lakshadweep,IMMORAL TRAFFIC(PREVENTION)ACT,0,2001,,,
Puducherry,IMMORAL TRAFFIC(PREVENTION)ACT,39,2001,,,
All India,IMMORAL TRAFFIC(PREVENTION)ACT,8796,2001,,,
Andhra Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,925,2001,,,
Arunachal Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2001,,,
Assam,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,10,2001,,,
Bihar,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,3,2001,,,
Chhattisgarh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2001,,,
Goa,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2001,,,
Gujarat,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2001,,,
Haryana,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2001,,,
Himachal Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2001,,,
Jammu & Kashmir,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2001,,,
Jharkhand,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2001,,,
Karnataka,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2001,,,
Kerala,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,42,2001,,,
Madhya Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2001,,,
Maharashtra,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,9,2001,,,
Manipur,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2001,,,
Meghalaya,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2001,,,
Mizoram,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2001,,,
Nagaland,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2001,,,
Odisha,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2001,,,
Punjab,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,1,2001,,,
Rajasthan,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,46,2001,,,
Sikkim,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2001,,,
Tamil Nadu,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,11,2001,,,
Tripura,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2001,,,
Uttar Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,3,2001,,,
Uttarakhand,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2001,,,
West Bengal,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2001,,,
A&N Islands,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2001,,,
Chandigarh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,1,2001,,,
D&N Haveli,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2001,,,
Daman & Diu,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2001,,,
Delhi UT,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,1,2001,,,
Lakshadweep,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2001,,,
Puducherry,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,0,2001,,,
All India,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,1052,2001,,,
Andhra Pradesh,RAPE,1002,2002,,,
Arunachal Pradesh,RAPE,38,2002,,,
Assam,RAPE,970,2002,,,
Bihar,RAPE,1040,2002,,,
Chhattisgarh,RAPE,992,2002,,,
Goa,RAPE,12,2002,,,
Gujarat,RAPE,267,2002,,,
Haryana,RAPE,361,2002,,,
Himachal Pradesh,RAPE,137,2002,,,
Jammu & Kashmir,RAPE,192,2002,,,
Jharkhand,RAPE,797,2002,,,
Karnataka,RAPE,292,2002,,,
Kerala,RAPE,499,2002,,,
Madhya Pradesh,RAPE,2891,2002,,,
Maharashtra,RAPE,1352,2002,,,
Manipur,RAPE,14,2002,,,
Meghalaya,RAPE,38,2002,,,
Mizoram,RAPE,76,2002,,,
Nagaland,RAPE,17,2002,,,
Odisha,RAPE,691,2002,,,
Punjab,RAPE,299,2002,,,
Rajasthan,RAPE,1051,2002,,,
Sikkim,RAPE,6,2002,,,
Tamil Nadu,RAPE,534,2002,,,
Tripura,RAPE,108,2002,,,
Uttar Pradesh,RAPE,1415,2002,,,
Uttarakhand,RAPE,89,2002,,,
West Bengal,RAPE,759,2002,,,
A&N Islands,RAPE,2,2002,,,
Chandigarh,RAPE,18,2002,,,
